belongs_to_collection,has_homepage,in_english,topStudio,usa_produced,lang,topLeadActor,has_tagline,has_keywords,topLeadDirector,topLeadExecProd,topLeadProducer,topLeadComposer,topLeadDirectorPhoto,topLeadEditor,log_budget_processed,log_num_genres,log_genre_rank,log_overview_len,log_num_studios,log_numTopStudios,log_num_production_countries,log_month,log_season,log_year,log_day_of_week,log_week_of_year,log_runtime_processed,log_num_languages,log_title_len,log_num_cast,log_numTopActors,log_num_crew,log_num_male_crew,log_num_female_crew,log_numTopDirectors,log_numTopExecProd,log_numTopProducers,log_numTopComposers,log_numTopDirectorsPhoto,log_numTopEditors,log_year_to_budget_ratio,log_cast_to_budget_ratio,log_topActor_to_budget_ratio
1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,13.815511557963774,0.6931471805599453,1.6094379124341003,5.771441123130016,0.6931471805599453,0.0,0.6931471805599453,2.4849066497880004,1.3862943611198906,7.589335823170617,2.0794415416798357,3.871201010907891,4.787491742782046,0.6931471805599453,1.791759469228055,3.58351893845611,0.6931471805599453,3.4657359027997265,2.8903717578961645,1.0986122886681098,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,6.22865472993647,10.260197495862375,13.815511557963774
1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,0.6931471805599453,2.302585092994046,5.673323267171493,1.6094379124341003,0.0,0.6931471805599453,2.0794415416798357,1.3862943611198906,7.59488438721652,1.791759469228055,3.367295829986474,4.59511985013459,0.6931471805599453,3.7612001156935624,2.70805020110221,0.0,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.993842217441609,13.949042825588414,0.0
0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,16.52356082573315,0.6931471805599453,1.6094379124341003,5.170483995038151,1.0986122886681098,0.6931471805599453,0.6931471805599453,2.302585092994046,0.6931471805599453,7.600902459542082,1.3862943611198906,3.6375861597263857,4.812184355372417,0.6931471805599453,2.772588722239781,3.713572066704308,0.0,4.700480365792417,3.367295829986474,2.772588722239781,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,8.923291682353538,12.834683971615659,0.0
1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,17.78580249038432,1.0986122886681098,2.302585092994046,4.90527477843843,1.6094379124341003,0.0,0.6931471805599453,1.3862943611198906,1.3862943611198906,7.603897968521881,1.791759469228055,2.302585092994046,4.77912349311153,1.0986122886681098,2.0794415416798357,4.07753744390572,0.0,2.9444389791664403,2.6390573296152584,1.3862943611198906,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,10.182440961248862,13.725360555309,0.0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,18.440483381052466,1.6094379124341003,2.772588722239781,5.375278407684165,2.0794415416798357,1.0986122886681098,0.6931471805599453,1.9459101490553132,1.0986122886681098,7.602401335665818,1.6094379124341003,3.258096538021482,4.983606621708336,1.0986122886681098,2.772588722239781,3.1780538303479458,1.0986122886681098,5.056245805348308,3.6635616461296463,2.302585092994046,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,10.838601038631744,15.304989380809566,17.747336210296442
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,13.122365377402328,1.3862943611198906,2.772588722239781,5.7745515455444085,0.6931471805599453,0.0,0.6931471805599453,2.3978952727983707,1.0986122886681098,7.606387389772652,1.3862943611198906,3.713572066704308,4.584967478670572,0.6931471805599453,2.1972245773362196,2.5649493574615367,0.0,3.258096538021482,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.520485317741063,10.637480727328333,0.0
0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,17.073607134447293,1.0986122886681098,2.3978952727983707,6.313548046277095,1.3862943611198906,0.6931471805599453,0.6931471805599453,2.1972245773362196,0.0,7.603897968521881,1.6094379124341003,3.4657359027997265,4.454347296253507,1.0986122886681098,2.0794415416798357,3.2188758248682006,0.0,3.58351893845611,2.302585092994046,2.3978952727983707,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,9.470284868656464,13.895554188714307,0.0
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,1.6094379124341003,5.594711379601839,1.6094379124341003,0.0,0.6931471805599453,2.5649493574615367,0.0,7.607878073278507,1.3862943611198906,3.970291913552122,4.718498871295094,0.6931471805599453,2.995732273553991,2.995732273553991,0.6931471805599453,3.4657359027997265,1.6094379124341003,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,8.980843659150535,13.64366148853691,16.588099342704055
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,15.894952224644102,1.0986122886681098,2.302585092994046,5.634789603169249,1.6094379124341003,0.0,1.3862943611198906,1.0986122886681098,1.0986122886681098,7.60688453121963,1.3862943611198906,1.791759469228055,4.574710978503383,1.0986122886681098,2.4849066497880004,3.1780538303479458,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.288816053282057,12.759460758710828,0.0
1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,17.281246492014,1.3862943611198906,2.772588722239781,5.796057750765372,2.0794415416798357,0.0,0.6931471805599453,2.1972245773362196,0.0,7.603897968521881,1.0986122886681098,3.4657359027997265,4.477336814478207,1.3862943611198906,2.6390573296152584,2.3978952727983707,0.0,2.8903717578961645,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,9.67790977531051,14.978661680269907,0.0
0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,18.197537205138154,1.3862943611198906,2.995732273553991,5.676753802268282,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.0,7.6004023345004,1.791759469228055,2.70805020110221,4.875197323201151,0.6931471805599453,2.6390573296152584,3.044522437723423,0.6931471805599453,4.795790545596741,3.258096538021482,1.791759469228055,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,10.597660208117787,15.201805169084134,18.197537205138154
1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,15.201805169084134,1.0986122886681098,2.3978952727983707,5.442417710521793,1.0986122886681098,0.6931471805599453,0.6931471805599453,2.1972245773362196,0.0,7.592366128519796,1.791759469228055,3.4965075614664802,4.564348191467836,0.6931471805599453,3.2188758248682006,2.772588722239781,0.0,2.4849066497880004,2.1972245773362196,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,7.610438581474643,12.493758467974924,0.0
1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,2.5649493574615367,5.176149732573829,1.3862943611198906,0.0,0.6931471805599453,2.0794415416798357,1.3862943611198906,7.607381425639791,1.9459101490553132,3.4339872044851463,4.762173934797756,0.6931471805599453,1.791759469228055,3.4339872044851463,0.0,2.995732273553991,2.70805020110221,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,8.981340491078557,13.186903773540143,0.0
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,16.588099342704055,1.3862943611198906,2.5649493574615367,6.579251212010101,1.3862943611198906,0.0,0.6931471805599453,2.302585092994046,0.6931471805599453,7.60688453121963,1.791759469228055,3.58351893845611,4.532599493153256,0.6931471805599453,2.0794415416798357,2.995732273553991,0.0,2.3978952727983707,1.3862943611198906,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,8.981837570033392,13.64366148853691,0.0
0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,2.3978952727983707,5.4510384535657,1.0986122886681098,0.0,0.6931471805599453,2.302585092994046,0.6931471805599453,7.604396348796338,1.9459101490553132,3.6109179126442243,4.477336814478207,1.3862943611198906,2.4849066497880004,2.6390573296152584,0.0,2.3978952727983707,1.791759469228055,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,8.984326678823386,14.023150735242188,0.0
0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,16.588099342704055,1.6094379124341003,2.302585092994046,6.137727054086234,1.6094379124341003,0.0,1.0986122886681098,2.3978952727983707,1.0986122886681098,7.597396320212795,1.791759469228055,3.784189633918261,4.564348191467836,0.6931471805599453,2.4849066497880004,2.772588722239781,0.0,2.70805020110221,1.9459101490553132,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,8.99132933431003,13.880050016601405,0.0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,16.118095750958314,1.6094379124341003,1.791759469228055,4.787491742782046,1.6094379124341003,0.0,0.6931471805599453,2.302585092994046,0.6931471805599453,7.599901959208498,0.6931471805599453,3.6375861597263857,4.709530201312334,0.6931471805599453,3.044522437723423,1.9459101490553132,0.0,2.9444389791664403,2.1972245773362196,2.1972245773362196,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,8.518893997605113,14.326336781730085,0.0
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,16.213405921671733,1.3862943611198906,1.6094379124341003,6.298949246855942,1.3862943611198906,0.0,1.0986122886681098,2.302585092994046,0.6931471805599453,7.607878073278507,1.9459101490553132,3.6109179126442243,4.543294782270004,0.6931471805599453,2.0794415416798357,3.2188758248682006,0.0,2.772588722239781,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,8.606207388380396,13.0353541822305,0.0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,15.607270193858982,0.6931471805599453,2.833213344056216,5.298317366548036,1.6094379124341003,0.0,0.6931471805599453,2.1972245773362196,0.0,7.594381242551817,1.791759469228055,3.4965075614664802,4.442651256490317,1.0986122886681098,3.332204510175204,3.5263605246161616,0.0,2.9444389791664403,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.013723127818796,12.110767965710725,0.0
0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,17.622173069956816,1.6094379124341003,2.772588722239781,6.194405391104672,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.0,7.602401335665818,2.0794415416798357,2.70805020110221,4.499809670330265,0.6931471805599453,2.70805020110221,2.4849066497880004,0.6931471805599453,2.1972245773362196,1.791759469228055,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,10.020315575758715,15.224278019380638,17.622173069956816
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,16.380459992348886,1.0986122886681098,1.6094379124341003,5.043425116919247,2.1972245773362196,0.0,0.6931471805599453,2.4849066497880004,1.3862943611198906,7.60688453121963,1.3862943611198906,3.8066624897703196,4.727387818712341,1.0986122886681098,2.833213344056216,3.4965075614664802,0.0,3.5553480614894135,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77422720599723,12.914726474161517,0.0
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,16.588099342704055,1.3862943611198906,2.1972245773362196,4.465908118654584,2.772588722239781,0.0,1.791759469228055,1.791759469228055,0.6931471805599453,7.603897968521881,0.6931471805599453,2.9444389791664403,4.770684624465665,0.6931471805599453,1.791759469228055,2.70805020110221,0.0,2.9444389791664403,2.302585092994046,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,8.98482524511243,13.949042825588414,0.0
0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,18.31532023940565,1.3862943611198906,2.70805020110221,6.60934924316738,2.0794415416798357,0.6931471805599453,0.6931471805599453,2.3978952727983707,1.0986122886681098,7.60887062919126,1.3862943611198906,3.784189633918261,4.672828834461906,0.6931471805599453,3.091042453358316,3.1354942159291497,1.0986122886681098,4.532599493153256,2.9444389791664403,1.9459101490553132,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,10.706968142552018,15.224278019380638,17.622173069956816
1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,0.6931471805599453,2.3978952727983707,5.501258210544727,1.3862943611198906,0.0,1.791759469228055,2.3978952727983707,1.0986122886681098,7.608374474380783,1.6094379124341003,3.713572066704308,4.836281906951478,2.0794415416798357,2.772588722239781,3.4657359027997265,0.0,4.0943445622221,2.3978952727983707,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,8.980347074003955,13.154114013217033,0.0
1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,18.757152987716434,1.6094379124341003,2.772588722239781,5.966146739123692,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.1972245773362196,0.0,7.60489448081162,1.3862943611198906,3.4965075614664802,4.5217885770490405,1.791759469228055,2.4849066497880004,2.9444389791664403,1.0986122886681098,2.9444389791664403,2.6390573296152584,1.0986122886681098,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,11.15277096738877,15.866781351248834,18.064005814299346
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,17.216707972959764,1.3862943611198906,2.772588722239781,5.424950017481403,1.791759469228055,0.0,0.6931471805599453,1.6094379124341003,0.0,7.607381425639791,0.6931471805599453,2.833213344056216,4.553876891600541,1.3862943611198906,1.6094379124341003,2.70805020110221,0.0,3.5553480614894135,2.772588722239781,1.3862943611198906,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,9.609890472824597,14.577651076677729,0.0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,2.302585092994046,4.770684624465665,1.3862943611198906,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.601402334583733,1.791759469228055,1.6094379124341003,4.663439094112067,0.6931471805599453,2.3978952727983707,2.70805020110221,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.987321812850125,13.949042825588414,0.0
0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,17.72753358339242,1.6094379124341003,2.772588722239781,5.529429087511423,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.3862943611198906,7.59890045687141,1.791759469228055,2.3978952727983707,4.852030263919617,1.3862943611198906,2.1972245773362196,2.70805020110221,0.0,2.6390573296152584,2.4849066497880004,1.0986122886681098,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,10.129174133272473,15.088476513777122,0.0
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,16.588099342704055,0.6931471805599453,2.5649493574615367,4.61512051684126,0.0,0.0,0.0,2.302585092994046,0.6931471805599453,7.607878073278507,1.791759469228055,3.6375861597263857,4.51085950651685,1.3862943611198906,2.9444389791664403,1.791759469228055,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.980843659150535,14.978661680269907,0.0
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,15.150511887854474,1.0986122886681098,1.0986122886681098,5.5093883366279774,1.0986122886681098,0.0,0.6931471805599453,1.6094379124341003,0.0,7.633369649679584,1.0986122886681098,2.772588722239781,4.820281565605037,1.3862943611198906,2.5649493574615367,2.70805020110221,0.0,2.5649493574615367,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.518169392754363,12.511457979285096,0.0
1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,2.772588722239781,5.796057750765372,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,0.0,7.604396348796338,1.3862943611198906,2.8903717578961645,4.77912349311153,0.6931471805599453,2.772588722239781,1.9459101490553132,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.984326678823386,14.79634018597593,0.0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,14.914123179965662,1.0986122886681098,1.791759469228055,6.095824562432225,1.0986122886681098,0.0,0.6931471805599453,1.9459101490553132,1.0986122886681098,7.63433723562832,1.3862943611198906,3.258096538021482,4.844187086458591,0.6931471805599453,2.70805020110221,3.4965075614664802,0.0,3.367295829986474,2.8903717578961645,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.280958049699087,11.448397610442436,0.0
0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,17.034386422832473,0.6931471805599453,2.302585092994046,5.655991810819852,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.3862943611198906,7.601402334583733,1.791759469228055,2.302585092994046,4.6913478822291435,1.0986122886681098,2.995732273553991,2.4849066497880004,0.0,2.5649493574615367,2.0794415416798357,1.6094379124341003,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,9.433563920090563,14.636491550034007,0.0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,15.607270193858982,0.6931471805599453,1.6094379124341003,5.209486152841421,1.3862943611198906,0.0,0.6931471805599453,2.302585092994046,0.6931471805599453,7.608374474380783,1.791759469228055,3.6109179126442243,4.532599493153256,0.6931471805599453,2.5649493574615367,3.4965075614664802,0.6931471805599453,2.5649493574615367,1.9459101490553132,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,7.999727564257036,12.141539457711714,15.607270193858982
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,16.52356082573315,1.0986122886681098,2.302585092994046,6.059123195581797,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,7.603897968521881,1.791759469228055,1.791759469228055,4.48863636973214,0.6931471805599453,2.833213344056216,2.3978952727983707,0.0,2.5649493574615367,1.3862943611198906,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,8.920295077059889,14.220976332738882,0.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15.178239677022763,1.791759469228055,1.791759469228055,5.267858159063328,1.0986122886681098,0.0,0.6931471805599453,2.3978952727983707,1.0986122886681098,7.605890001053122,1.791759469228055,3.7376696182833684,4.564348191467836,1.0986122886681098,2.772588722239781,2.772588722239781,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.573361150408725,12.47019305937197,0.0
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,18.197537205138154,1.6094379124341003,2.833213344056216,5.780743515792329,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.3862943611198906,1.3862943611198906,7.604396348796338,1.6094379124341003,2.5649493574615367,4.5217885770490405,0.6931471805599453,3.091042453358316,3.7612001156935624,1.3862943611198906,2.3978952727983707,1.3862943611198906,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,10.593664298801903,14.45986809935465,17.098924941470045
0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,17.599700214609808,1.6094379124341003,1.791759469228055,4.663439094112067,1.3862943611198906,0.0,0.6931471805599453,2.5649493574615367,0.0,7.60887062919126,1.791759469228055,3.970291913552122,5.123963979403259,1.0986122886681098,2.8903717578961645,2.9444389791664403,0.6931471805599453,4.356708826689592,2.8903717578961645,2.1972245773362196,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,9.991371511907717,14.709328843077197,17.599700214609808
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,1.6094379124341003,4.477336814478207,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,1.3862943611198906,7.609862200913554,1.791759469228055,2.5649493574615367,4.553876891600541,0.6931471805599453,1.9459101490553132,3.8066624897703196,0.0,3.4657359027997265,2.1972245773362196,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,8.978858796804634,12.803912396282014,0.0
1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,17.453096744006448,1.6094379124341003,2.9444389791664403,5.517452896464707,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.4849066497880004,1.3862943611198906,7.598399329323964,1.6094379124341003,3.8501476017100584,4.77912349311153,0.6931471805599453,3.1354942159291497,2.8903717578961645,0.6931471805599453,2.772588722239781,2.4849066497880004,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,9.855251239476392,14.619883821002764,17.453096744006448
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13.235693848424024,1.3862943611198906,2.4849066497880004,6.659293919683638,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,7.605392364814935,1.3862943611198906,1.791759469228055,4.634728988229636,0.6931471805599453,2.772588722239781,2.302585092994046,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.634376882838338,11.03848355667454,0.0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,16.300417291085605,1.0986122886681098,2.995732273553991,5.937536205082426,0.6931471805599453,0.0,0.6931471805599453,2.0794415416798357,1.3862943611198906,7.633369649679584,1.3862943611198906,3.332204510175204,5.081404364984463,1.0986122886681098,2.70805020110221,2.833213344056216,0.0,1.9459101490553132,1.9459101490553132,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,8.667703770885836,13.527829818844937,0.0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,2.995732273553991,4.709530201312334,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553132,1.0986122886681098,7.591357046698551,1.0986122886681098,3.295836866004329,4.584967478670572,0.6931471805599453,3.4011973816621555,2.6390573296152584,0.0,2.0794415416798357,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.997370898859074,14.023150735242188,0.0
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.3862943611198906,1.6094379124341003,5.991464547107982,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,7.5953872788539725,1.791759469228055,1.0986122886681098,4.59511985013459,0.6931471805599453,2.302585092994046,2.302585092994046,0.0,1.6094379124341003,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,8.993339135269144,14.390875265367677,0.0
0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,16.811242881518265,0.6931471805599453,2.772588722239781,5.8664680569332965,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,7.6093665379542115,1.791759469228055,2.0794415416798357,4.68213122712422,0.6931471805599453,1.791759469228055,3.4339872044851463,0.0,3.091042453358316,1.9459101490553132,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,9.202472997247026,13.410046949854985,0.0
